EpisodeId,EpisodeStartDate,EpisodeEndDate,EpisodeStatus,EpisodeSignalCount,EpisodeDuplicateSignals,EpisodeLastSignalDate,EpisodeObservedLegs,EpisodeObservedOrderTypes,EpisodeIsActive,SnapshotAsOfET,DataBarDate,SnapshotSchemaVersion,ScanSession,ScanAfterOpen,SnapshotTimingSource,Ticker,SignalEngineVersion,TradePlanVersion,PlanMeasurementVersion,ConfigHash,UniverseVersion,CandidateLeg,SelectedLeg,LegScoreRaw,LegAnchor,LegAnchorPrice,VetoReason,OrderType,PlanSelectedLeg,PlanAnchor,PlanAnchorPrice,TriggerPrice,PlanEntryLow,PlanEntryHigh,PlanStopLoss,PlanValidDays,PlanTimeExitDays,PlanStopType,PlanExitRule,PlanEarliestEntryDate,PlanReason,PriorityPreTheme,PriorityPostTheme,ThemeScore,CrossedThresholdDueToTheme,EnteredTop10DueToTheme,PreGapPct,PreGapStatus,MarketBias,VixLevel,SpyGapPct,QqqGapPct,BreadthPct,SmallCapWeak,V13MeasurementVersion,V13MeasurementStatus,V13Filled,V13FillDate,V13FillPrice,V13ExitDate,V13ExitPrice,V13ExitReason,V13Ambiguous,V13RLower,V13RUpper,V13MarkR,V13MFER,V13MAER,D20TotalReturnPct,D40TotalReturnPct,D60TotalReturnPct,V13DividendsPerInitialShare,V13EndingSplitFactor,V13BarsObserved,V13EntryWindowComplete,V13EntryWindowEndDate,V13LifecycleEndDate,V13MeasurementReason
ep-e4e41d9632e1c71a,2026-08-05,2026-08-07,unfilled,1,0,2026-08-05,healthy_pullback,buy_limit_zone,0,2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,SHOP,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,122.27,,buy_limit_zone,healthy_pullback,ma20,122.27,125.48,122.27,125.48,112.65,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma20_anchor,7.0,10.0,3.0,0.0,0.0,21.25,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,unfilled,0,,,,,,0,,,,,,,,,0.0,1.0,3,1,2026-08-07,2026-08-07,entry_not_reached
ep-730d2a8fa1415d6d,2026-08-05,2026-08-07,unfilled,2,1,2026-08-06,healthy_pullback,buy_limit_zone,0,2026-08-05T09:01:58.814406-04:00,2026-08-04,v1.3.3,premarket,0.0,xnys,VRTX,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma60,464.82,,buy_limit_zone,healthy_pullback,ma60,464.82,471.46,464.82,471.46,444.89,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-05,pullback_limit_uses_ma60_anchor,5.0,8.0,3.0,1.0,0.0,1.73,available,neutral,16.850000381469727,0.47,0.15,0.6869,0.0,v1.3.1-shadow,unfilled,0,,,,,,0,,,,,,,,,0.0,1.0,3,1,2026-08-07,2026-08-07,entry_not_reached
ep-bc318528fd30b22a,2026-08-06,,open,2,1,2026-08-07,consolidation_dip,buy_stop_reclaim,1,2026-08-06T09:01:46.054977-04:00,2026-08-05,v1.3.3,premarket,0.0,xnys,ASML,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,consolidation_dip,consolidation_dip,10.0,ma60,1719.28,,buy_stop_reclaim,consolidation_dip,ma60,1719.28,1719.28,1719.28,1758.48,1601.69,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-06,price_below_ma60_wait_for_reclaim,11.0,14.0,3.0,0.0,0.0,,no_premarket_trade,neutral,15.850000381469728,,,0.6465,0.0,v1.3.1-shadow,open,1,2026-08-06,1719.28,,,,0,,,0.1846,0.3574,-0.4011,,,,0.0,1.0,2,0,,,
ep-810263811acb063d,2026-08-06,,open,1,0,2026-08-06,consolidation_dip,buy_limit_zone,1,2026-08-06T09:01:46.054977-04:00,2026-08-05,v1.3.3,premarket,0.0,xnys,FER,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,consolidation_dip,consolidation_dip,10.0,ma60,66.51,,buy_limit_zone,consolidation_dip,ma60,66.51,67.51,66.51,67.51,63.52,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-06,pullback_limit_inside_ma60_zone,11.0,11.0,0.0,0.0,0.0,,no_premarket_trade,neutral,15.850000381469728,,,0.6465,0.0,v1.3.1-shadow,open,1,2026-08-06,66.25,,,,0,,,0.0952,0.1905,-0.359,,,,0.0,1.0,2,0,,,
ep-782537a9b7a03208,2026-08-06,,open,2,1,2026-08-07,healthy_pullback,buy_limit_zone,1,2026-08-06T09:01:46.054977-04:00,2026-08-05,v1.3.3,premarket,0.0,xnys,MPWR,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,1342.17,,buy_limit_zone,healthy_pullback,ma20,1342.17,1387.17,1342.17,1387.17,1207.16,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-06,pullback_limit_uses_ma20_anchor,6.0,9.0,3.0,1.0,1.0,,no_premarket_trade,neutral,15.850000381469728,,,0.6465,0.0,v1.3.1-shadow,open,1,2026-08-06,1313.25,,,,0,,,0.8322,0.9788,-0.0765,,,,0.0,1.0,2,0,,,
ep-4d50f7bedfae85a5,2026-08-06,,open,2,1,2026-08-07,consolidation_dip|healthy_pullback,buy_limit_zone,1,2026-08-06T09:01:46.054977-04:00,2026-08-05,v1.3.3,premarket,0.0,xnys,VRSK,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,consolidation_dip,consolidation_dip,10.0,ma60,183.23,,buy_limit_zone,consolidation_dip,ma60,183.23,187.16,183.23,187.16,171.44,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-06,pullback_limit_inside_ma60_zone,10.0,10.0,0.0,0.0,0.0,,no_premarket_trade,neutral,15.850000381469728,,,0.6465,0.0,v1.3.1-shadow,open,1,2026-08-06,187.16,,,,0,,,0.2964,0.4962,-0.2875,,,,0.0,1.0,2,0,,,
ep-1494ab5727b71789,2026-08-07,,open,1,0,2026-08-07,healthy_pullback,buy_limit_zone,1,2026-08-07T09:01:44.757965-04:00,2026-08-06,v1.3.3,premarket,0.0,xnys,COST,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,939.87,,buy_limit_zone,healthy_pullback,ma20,939.87,949.53,939.87,949.53,910.89,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-07,pullback_limit_uses_ma20_anchor,6.0,6.0,0.0,0.0,0.0,-0.65,available,bull,15.260000228881836,0.51,1.15,0.6263,0.0,v1.3.1-shadow,open,1,2026-08-07,943.51,,,,0,,,0.1321,0.1925,-0.1839,,,,0.0,1.0,1,0,,,
ep-75c0574b2f76296c,2026-08-07,,open,1,0,2026-08-07,healthy_pullback,buy_limit_zone,1,2026-08-07T09:01:44.757965-04:00,2026-08-06,v1.3.3,premarket,0.0,xnys,CPRT,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,28.47,,buy_limit_zone,healthy_pullback,ma20,28.47,28.95,28.47,28.95,27.03,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-07,pullback_limit_uses_ma20_anchor,5.0,5.0,0.0,0.0,0.0,0.07,available,bull,15.260000228881836,0.51,1.15,0.6263,0.0,v1.3.1-shadow,open,1,2026-08-07,28.71,,,,0,,,0.5655,0.6845,-0.006,,,,0.0,1.0,1,0,,,
ep-fb480bb5c6319728,2026-08-07,,open,1,0,2026-08-07,oversold_bounce,buy_stop_reclaim,1,2026-08-07T09:01:44.757965-04:00,2026-08-06,v1.3.3,premarket,0.0,xnys,NXPI,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,oversold_bounce,oversold_bounce,7.0,previous_high,236.65,,buy_stop_reclaim,oversold_bounce,previous_high,236.65,237.86,237.86,240.9,213.57,5.0,40.0,intraday,initial_stop_or_d40_close,2026-08-07,oversold_requires_break_above_signal_bar_high,8.0,11.0,3.0,0.0,0.0,2.05,available,bull,15.260000228881836,0.51,1.15,0.6263,0.0,v1.3.1-shadow,open,1,2026-08-07,237.86,,,,0,,,0.0762,0.1,-0.1025,,,,0.0,1.0,1,0,,,
ep-bcb46aabd72166fd,2026-08-07,,open,1,0,2026-08-07,healthy_pullback,buy_limit_zone,1,2026-08-07T09:01:44.757965-04:00,2026-08-06,v1.3.3,premarket,0.0,xnys,TRI,v1.2.1,v1.3.1-shadow,v1.3.1-shadow,8142e595d788ac06,ndx-99-78834e47b659,healthy_pullback,healthy_pullback,5.0,ma20,96.47,,buy_limit_zone,healthy_pullback,ma20,96.47,99.67,96.47,99.67,86.87,3.0,40.0,intraday,initial_stop_or_d40_close,2026-08-07,pullback_limit_uses_ma20_anchor,5.0,5.0,0.0,0.0,0.0,0.76,available,bull,15.260000228881836,0.51,1.15,0.6263,0.0,v1.3.1-shadow,open,1,2026-08-07,99.67,,,,0,,,0.1688,0.3664,-0.1063,,,,0.0,1.0,1,0,,,
